neighbourhood_cleansed,property_type,room_type,accommodates,bathrooms,bedrooms,beds,bed_type,price,cleaning_fee,guests_included,extra_people,minimum_nights
45,1,0,2,1.0,0.0,1.0,3,10181.0,0.0,1,2200.0,2
45,1,0,2,1.0,0.0,1.0,3,10181.0,0.0,1,2200.0,2
45,1,0,2,1.0,0.0,1.0,3,10181.0,0.0,1,2200.0,2
45,1,0,2,1.0,0.0,1.0,3,10181.0,0.0,1,2200.0,2
29,1,0,4,1.0,1.0,4.0,3,9853.0,7663.0,1,3284.0,2
8,14,0,8,1.0,3.0,3.0,3,9962.0,8000.0,1,2000.0,2
39,15,2,5,1.5,1.0,0.0,3,9962.0,0.0,2,4950.0,1
49,20,1,4,1.0,0.0,0.0,3,16969.0,0.0,3,2500.0,1
41,14,0,7,1.0,2.0,5.0,3,10181.0,7900.0,2,1800.0,2
3,1,0,5,1.0,2.0,3.0,3,9962.0,5000.0,2,2000.0,1
49,1,0,4,1.0,0.0,3.0,3,9962.0,7000.0,2,2200.0,2
49,1,0,3,1.0,0.0,2.0,3,9962.0,6500.0,2,2200.0,2
49,1,0,3,1.0,0.0,2.0,3,9962.0,6500.0,2,2200.0,2
49,1,0,4,1.0,0.0,3.0,3,9962.0,7000.0,2,2200.0,2
49,12,2,3,2.0,0.0,2.0,3,6021.0,4000.0,2,2000.0,1
49,12,2,3,2.0,0.0,3.0,3,6021.0,4000.0,2,2000.0,1
49,12,2,4,2.0,0.0,2.0,3,7007.0,4000.0,3,2000.0,1
49,12,2,2,2.0,0.0,2.0,3,5036.0,4000.0,1,0.0,1
42,1,0,3,1.5,1.0,1.0,3,4926.0,3480.0,1,1480.0,1
49,1,0,4,1.0,2.0,2.0,3,9962.0,5000.0,2,2000.0,1
43,1,0,6,1.0,1.0,0.0,3,14998.0,7000.0,4,3000.0,1
3,1,0,4,1.0,2.0,3.0,3,9962.0,5000.0,2,2000.0,1
49,1,0,4,1.0,2.0,3.0,3,10948.0,5000.0,2,2000.0,1
7,1,0,4,1.0,1.0,2.0,3,24961.0,8500.0,2,2500.0,2
43,1,0,2,1.0,1.0,1.0,3,10948.0,5000.0,2,3000.0,1
3,1,0,3,1.0,1.0,2.0,3,7992.0,5000.0,2,1000.0,1
45,1,0,4,1.0,0.0,1.0,3,13356.0,5000.0,2,5000.0,1
7,1,0,4,1.0,1.0,2.0,3,29011.0,8500.0,2,3000.0,2
45,1,0,5,1.0,1.0,2.0,3,13356.0,6000.0,2,5000.0,1
45,1,0,7,1.0,2.0,5.0,3,6459.0,8211.0,1,1642.0,1
45,1,0,5,1.0,1.0,3.0,3,4270.0,6021.0,1,1642.0,1
20,1,0,4,1.0,1.0,4.0,3,9962.0,3000.0,2,2500.0,1
20,1,0,5,1.0,1.0,5.0,3,9962.0,3000.0,2,2500.0,1
4,1,0,6,1.0,2.0,6.0,3,14013.0,8000.0,3,2500.0,1
45,1,0,2,1.0,1.0,1.0,3,9415.0,4500.0,1,0.0,1
8,14,2,2,1.0,1.0,1.0,3,3503.0,1000.0,1,1000.0,2
8,14,2,3,1.0,1.0,1.0,3,4051.0,1000.0,1,1000.0,2
45,1,2,3,1.0,0.0,2.0,3,20034.0,3000.0,3,0.0,3
41,1,0,5,1.0,1.0,2.0,3,4489.0,7000.0,1,1600.0,2
42,1,0,2,1.0,1.0,1.0,3,5036.0,5000.0,1,0.0,2
43,1,0,2,1.0,0.0,2.0,3,10948.0,7500.0,1,2000.0,1
25,0,1,3,1.0,0.0,2.0,3,20034.0,4500.0,2,2500.0,1
33,14,0,10,1.0,3.0,4.0,3,14998.0,10800.0,5,1500.0,1
3,14,2,3,1.0,1.0,3.0,3,6021.0,6000.0,2,2500.0,2
3,14,0,8,1.5,3.0,5.0,3,12042.0,9000.0,4,2500.0,2
29,14,0,2,1.0,0.0,2.0,3,13466.0,6050.0,1,0.0,1
18,14,2,3,1.0,1.0,3.0,3,7992.0,5000.0,2,2000.0,1
47,1,0,8,1.0,2.0,3.0,3,16531.0,9000.0,4,3000.0,1
45,1,0,8,2.0,1.0,4.0,3,19815.0,10000.0,4,5000.0,2
29,7,0,2,1.5,1.0,2.0,3,14998.0,8000.0,2,2500.0,1
29,7,0,2,1.5,1.0,2.0,3,14998.0,8000.0,2,2500.0,1
29,1,0,3,1.0,1.0,2.0,3,11495.0,5000.0,2,2000.0,1
29,1,0,3,1.0,1.0,2.0,3,17954.0,2800.0,2,2000.0,1
29,1,0,3,1.0,1.0,2.0,3,15546.0,5000.0,2,1000.0,1
29,20,1,3,1.0,1.0,2.0,3,15546.0,5000.0,2,1000.0,1
47,14,0,8,1.5,3.0,8.0,3,9962.0,12650.0,4,2000.0,1
43,14,0,6,1.0,2.0,6.0,3,35033.0,10000.0,4,3500.0,2
45,1,0,8,1.0,1.0,4.0,3,24961.0,8000.0,1,0.0,2
51,1,0,3,1.0,0.0,3.0,3,7116.0,6074.0,2,2000.0,1
43,1,0,5,1.0,2.0,3.0,3,16422.0,5474.0,1,2737.0,3
42,1,2,2,1.0,1.0,2.0,3,6021.0,3000.0,2,0.0,2
45,1,0,5,1.0,2.0,3.0,3,5036.0,5500.0,1,0.0,2
29,1,0,3,1.0,0.0,2.0,3,12042.0,5000.0,2,1000.0,1
29,1,0,3,1.0,0.0,2.0,3,14998.0,2800.0,2,2000.0,1
29,20,1,3,1.0,0.0,2.0,3,12480.0,5000.0,2,1000.0,1
29,1,0,3,1.0,0.0,2.0,3,12480.0,5000.0,2,1000.0,1
29,20,1,2,1.0,0.0,2.0,3,12042.0,5000.0,2,1000.0,1
44,1,2,4,1.0,1.0,4.0,3,19268.0,6700.0,2,2000.0,1
29,20,1,3,1.0,1.0,2.0,3,12480.0,5000.0,2,1000.0,1
29,20,1,3,1.0,1.0,2.0,3,14013.0,5000.0,2,1000.0,1
20,14,0,6,1.0,2.0,5.0,3,17516.0,0.0,5,3500.0,1
29,20,1,3,1.0,0.0,2.0,3,12480.0,5000.0,2,1000.0,1
49,14,0,6,1.0,3.0,6.0,3,35033.0,13000.0,2,3500.0,1
29,1,0,4,1.0,1.0,3.0,3,17516.0,5000.0,2,1000.0,1
29,20,1,3,1.0,1.0,2.0,3,14013.0,5000.0,2,1000.0,1
42,1,0,5,1.0,1.0,3.0,3,20034.0,5500.0,2,2000.0,1
29,20,1,4,1.0,1.0,3.0,3,20034.0,5000.0,2,1000.0,1
29,20,0,4,1.0,1.0,2.0,3,20034.0,2800.0,2,2000.0,1
45,14,0,8,2.0,3.0,7.0,3,29997.0,11000.0,4,2000.0,2
45,1,0,4,1.0,1.0,2.0,3,8977.0,7000.0,4,0.0,2
42,1,0,2,1.5,1.0,2.0,3,12480.0,6500.0,1,2500.0,2
42,1,0,4,1.5,1.0,1.0,3,15546.0,8000.0,2,2500.0,2
41,14,2,7,1.5,2.0,4.0,3,4926.0,800.0,1,4800.0,1
42,14,0,9,1.0,3.0,8.0,3,13028.0,10725.0,3,3500.0,1
20,14,2,4,1.0,0.0,4.0,3,12042.0,2000.0,2,1500.0,2
43,1,0,3,1.0,1.0,2.0,3,6569.0,7116.0,1,3284.0,2
47,1,0,6,2.0,2.0,4.0,3,14998.0,9000.0,3,2000.0,1
44,1,0,4,1.0,1.0,3.0,3,15984.0,7150.0,2,3000.0,1
47,1,0,6,1.0,1.0,4.0,3,14998.0,9000.0,3,2000.0,1
47,1,0,6,1.0,1.0,4.0,3,14998.0,9000.0,3,2000.0,1
47,1,0,6,2.0,2.0,4.0,3,14998.0,9000.0,3,2000.0,1
47,1,0,6,1.0,1.0,4.0,3,14998.0,9000.0,3,2000.0,1
49,1,0,3,1.0,1.0,2.0,3,7992.0,5000.0,2,1000.0,1
47,1,0,6,2.0,2.0,4.0,3,14998.0,9000.0,3,2000.0,1
47,1,0,6,1.0,1.0,4.0,3,14998.0,9000.0,3,2000.0,1
49,1,0,3,1.5,1.0,1.0,3,8758.0,3000.0,2,3000.0,1
49,19,2,2,1.0,1.0,2.0,3,5802.0,2800.0,1,2800.0,1
45,1,0,4,1.0,1.0,0.0,3,7992.0,5500.0,1,0.0,2
45,14,0,6,1.0,1.0,3.0,3,28793.0,7000.0,6,0.0,1
45,1,0,2,1.0,0.0,1.0,3,6021.0,4500.0,1,0.0,2
45,1,0,2,1.0,0.0,1.0,3,6021.0,4500.0,1,0.0,2
49,19,2,2,1.0,1.0,2.0,3,5802.0,2800.0,1,2800.0,1
46,22,0,6,1.0,2.0,0.0,3,12042.0,5000.0,2,2500.0,3
49,19,2,2,1.0,1.0,2.0,3,5802.0,2800.0,1,2800.0,1
44,1,2,4,1.0,1.0,2.0,3,16531.0,6700.0,2,2000.0,1
45,1,0,2,1.0,0.0,1.0,3,6021.0,4500.0,1,0.0,2
47,0,1,5,1.0,1.0,5.0,3,7992.0,8000.0,1,0.0,1
47,14,0,5,1.0,1.0,5.0,3,7992.0,8000.0,1,0.0,1
49,14,0,10,2.0,3.0,7.0,3,15874.0,15000.0,2,1800.0,2
49,19,2,5,1.0,1.0,3.0,3,8758.0,3800.0,2,2800.0,1
7,1,0,3,1.0,1.0,1.0,3,16969.0,8000.0,2,2000.0,2
7,1,0,4,1.0,1.0,1.0,3,16969.0,8000.0,2,2000.0,2
49,19,2,2,1.0,1.0,2.0,3,5802.0,2800.0,1,2800.0,1
33,1,0,3,1.0,1.0,2.0,3,8539.0,4500.0,2,1500.0,1
45,1,2,3,1.5,1.0,1.0,3,14998.0,10000.0,2,3000.0,2
45,1,2,3,1.5,1.0,1.0,3,14998.0,10000.0,2,3000.0,2
45,1,2,2,1.0,1.0,1.0,3,14998.0,10000.0,1,0.0,2
45,1,2,2,1.0,1.0,1.0,3,14998.0,10000.0,1,0.0,2
45,1,2,4,1.5,1.0,2.0,3,29997.0,10000.0,1,0.0,2
45,1,2,4,1.5,1.0,2.0,3,29997.0,10000.0,1,0.0,2
47,1,0,6,1.0,2.0,3.0,3,17845.0,9000.0,3,1500.0,1
47,1,0,6,1.0,2.0,3.0,3,16750.0,9000.0,3,1500.0,1
51,7,0,3,1.0,1.0,2.0,3,6459.0,5000.0,2,800.0,1
18,1,0,3,1.0,1.0,2.0,3,7007.0,5000.0,2,2000.0,1
43,1,0,4,1.0,1.0,2.0,3,9962.0,6600.0,2,1500.0,1
47,12,2,1,2.0,1.0,1.0,3,3503.0,600.0,1,0.0,3
47,12,2,1,2.0,1.0,1.0,3,3503.0,600.0,1,0.0,3
7,1,0,3,1.0,0.0,1.0,3,15984.0,8000.0,2,1000.0,2
49,1,2,5,1.0,1.0,5.0,3,14998.0,8000.0,1,0.0,2
47,1,0,9,1.0,2.0,5.0,3,13028.0,7000.0,1,0.0,2
47,1,0,9,1.0,2.0,5.0,3,15217.0,7000.0,1,0.0,2
49,1,0,5,1.0,2.0,3.0,3,20034.0,10000.0,5,0.0,2
47,16,0,5,2.0,3.0,5.0,3,29997.0,8500.0,4,3000.0,2
46,1,0,5,1.0,2.0,3.0,3,21020.0,8500.0,4,2000.0,3
51,1,0,3,1.0,1.0,2.0,3,17516.0,4500.0,1,2000.0,1
49,1,0,3,1.5,1.0,1.0,3,8758.0,3000.0,2,3000.0,1
49,1,0,3,1.5,1.0,1.0,3,8758.0,3000.0,2,1500.0,1
49,1,0,3,1.5,1.0,3.0,3,8758.0,3000.0,2,3000.0,1
49,1,0,3,1.5,1.0,1.0,3,8758.0,3000.0,2,3000.0,1
49,1,0,3,1.5,1.0,3.0,3,8758.0,3000.0,2,3000.0,1
49,1,0,3,1.5,1.0,1.0,3,8758.0,3000.0,2,3000.0,1
49,1,0,3,1.5,1.0,3.0,3,8758.0,3000.0,2,3000.0,1
49,1,0,3,1.5,1.0,1.0,3,8758.0,3000.0,2,3000.0,1
49,1,0,3,1.5,1.0,1.0,3,8758.0,3000.0,2,3000.0,1
49,1,0,3,1.5,1.0,1.0,3,8758.0,3000.0,2,3000.0,1
49,1,0,3,1.5,1.0,3.0,3,8758.0,3000.0,2,3000.0,1
49,1,0,3,1.5,1.0,1.0,3,8758.0,3000.0,2,3000.0,1
49,1,0,3,1.5,1.0,1.0,3,8758.0,3000.0,2,3000.0,1
45,1,0,7,1.0,3.0,6.0,3,24961.0,9020.0,6,1000.0,1
15,1,0,6,1.0,2.0,5.0,3,12042.0,7000.0,4,2200.0,1
51,14,2,4,1.0,1.0,2.0,3,9962.0,3000.0,4,1500.0,2
4,14,2,3,1.0,1.0,2.0,3,8977.0,2000.0,3,1500.0,2
4,14,2,4,1.0,1.0,2.0,3,8977.0,2000.0,4,1500.0,2
4,14,2,4,1.0,1.0,2.0,3,8977.0,2000.0,4,1500.0,2
4,14,2,2,1.0,1.0,1.0,3,7007.0,2000.0,1,1500.0,2
42,7,0,7,1.0,2.0,3.0,3,12480.0,7800.0,1,2500.0,1
47,1,0,10,1.0,1.0,4.0,3,9962.0,8200.0,5,2000.0,1
19,1,0,2,1.0,1.0,1.0,3,5036.0,6500.0,2,0.0,1
43,1,0,3,1.0,1.0,2.0,3,7882.0,7116.0,1,3284.0,2
19,1,0,2,1.0,1.0,2.0,3,5036.0,6500.0,2,0.0,1
19,1,0,3,1.0,1.0,2.0,3,5036.0,6500.0,3,0.0,1
19,1,0,3,1.0,1.0,2.0,3,5036.0,6500.0,3,0.0,1
41,14,2,2,2.0,1.0,2.0,3,9962.0,4000.0,1,0.0,1
41,14,2,2,2.0,1.0,1.0,3,9962.0,4000.0,1,0.0,1
41,14,2,2,2.0,1.0,2.0,3,3941.0,4000.0,1,0.0,1
41,14,2,2,2.0,1.0,2.0,3,9962.0,4000.0,1,0.0,1
41,14,2,2,2.0,1.0,1.0,3,9962.0,4000.0,1,0.0,1
41,14,2,2,2.0,1.0,1.0,3,9962.0,4000.0,1,0.0,1
41,14,2,2,2.0,1.0,1.0,3,9962.0,4000.0,1,0.0,1
41,14,2,2,2.0,1.0,2.0,3,9962.0,4000.0,1,0.0,1
41,14,2,2,2.0,1.0,1.0,3,9962.0,4000.0,1,0.0,1
41,14,2,2,2.0,1.0,2.0,3,9962.0,4000.0,1,0.0,1
41,14,2,2,2.0,1.0,2.0,3,9962.0,4000.0,1,0.0,1
41,14,2,2,2.0,1.0,1.0,3,9962.0,4000.0,1,0.0,1
49,1,2,4,0.5,0.0,1.0,3,5802.0,1200.0,1,2000.0,1
33,1,0,3,1.0,1.0,2.0,3,14013.0,4000.0,2,3000.0,2
8,1,0,5,1.0,1.0,2.0,3,18830.0,4500.0,1,1900.0,2
45,1,2,2,1.0,1.0,2.0,3,7444.0,2500.0,1,4000.0,2
47,1,0,4,1.0,1.0,2.0,3,12042.0,7000.0,3,3000.0,1
45,1,0,6,1.0,1.0,3.0,3,9962.0,6600.0,3,1500.0,1
33,1,0,4,1.0,2.0,0.0,3,6021.0,4000.0,1,2500.0,1
41,14,0,6,1.0,2.0,6.0,3,28026.0,6000.0,2,6000.0,2
49,14,0,5,1.0,2.0,5.0,3,13466.0,7800.0,3,1500.0,3
43,1,0,1,1.5,1.0,1.0,3,9962.0,7200.0,1,1500.0,1
51,14,0,8,1.0,2.0,2.0,3,1095.0,8000.0,4,1500.0,2
45,1,0,2,1.0,1.0,1.0,3,7992.0,3000.0,1,0.0,1
49,1,0,2,1.0,1.0,2.0,3,7992.0,8000.0,1,0.0,1
45,1,0,2,1.0,1.0,1.0,3,7992.0,3000.0,1,0.0,1
45,1,0,5,1.5,1.0,1.0,3,7554.0,6000.0,3,2000.0,2
45,1,0,2,1.0,1.0,1.0,3,7992.0,3000.0,1,0.0,1
45,1,0,2,1.0,1.0,1.0,3,7116.0,3000.0,2,0.0,1
45,1,0,4,1.5,1.0,2.0,3,7007.0,5500.0,3,2000.0,2
45,1,0,3,1.0,1.0,2.0,3,9962.0,5000.0,2,2000.0,3
45,1,0,4,1.5,1.0,1.0,3,7007.0,6000.0,3,2000.0,2
18,14,2,2,1.0,1.0,1.0,3,5912.0,0.0,1,1200.0,1
51,1,0,4,1.0,1.0,3.0,3,9962.0,5000.0,3,2000.0,1
47,1,0,4,1.0,1.0,2.0,3,9962.0,4000.0,2,2000.0,2
47,1,0,6,1.0,2.0,2.0,3,14998.0,8000.0,1,2000.0,2
49,1,0,4,1.0,1.0,1.0,3,12042.0,4850.0,2,3000.0,1
42,1,0,4,1.0,0.0,2.0,3,14998.0,8250.0,4,0.0,1
49,1,0,3,1.5,1.0,1.0,3,8758.0,3000.0,2,3000.0,1
49,1,0,3,1.5,1.0,1.0,3,8758.0,3000.0,2,3000.0,1
49,1,0,3,1.5,1.0,1.0,3,8758.0,3500.0,2,3000.0,1
49,1,0,3,1.5,1.0,1.0,3,8758.0,3500.0,2,3000.0,1
49,1,0,3,1.5,1.0,1.0,3,8758.0,3500.0,2,3000.0,1
49,1,0,3,1.5,1.0,1.0,3,8758.0,3500.0,2,3000.0,1
49,1,0,3,1.5,1.0,1.0,3,8758.0,3500.0,2,3000.0,1
49,1,0,3,1.5,1.0,1.0,3,8758.0,3500.0,2,3000.0,1
49,1,0,3,1.5,1.0,1.0,3,8758.0,3500.0,2,3000.0,1
49,1,0,3,1.5,1.0,1.0,3,8758.0,3500.0,2,3000.0,1
49,1,0,3,1.5,1.0,1.0,3,8758.0,3500.0,2,3000.0,1
49,1,0,3,1.5,1.0,1.0,3,8758.0,3500.0,2,3000.0,1
49,1,0,3,1.5,1.0,1.0,3,8758.0,3500.0,2,3000.0,1
49,1,0,3,1.5,1.0,1.0,3,8758.0,3500.0,2,3000.0,1
8,1,0,2,1.0,1.0,0.0,3,7663.0,4500.0,2,0.0,1
34,14,2,3,1.0,1.0,1.0,3,3503.0,0.0,1,3100.0,2
51,1,0,2,1.0,0.0,2.0,3,10948.0,3500.0,1,0.0,2
47,1,0,3,1.0,1.0,1.0,3,14013.0,4000.0,1,0.0,1
45,1,2,2,1.0,1.0,1.0,3,9962.0,5000.0,2,2000.0,1
51,1,0,2,1.0,0.0,1.0,3,10948.0,3500.0,1,0.0,2
45,1,2,2,1.0,1.0,1.0,3,9962.0,5000.0,2,2000.0,1
45,1,2,3,1.0,1.0,1.0,3,9962.0,5000.0,2,2000.0,1
45,1,2,3,1.0,1.0,1.0,3,9962.0,5000.0,2,2000.0,1
45,1,2,3,1.0,1.0,1.0,3,9962.0,5000.0,2,2000.0,1
45,1,2,6,1.0,1.0,3.0,3,12042.0,5000.0,2,2000.0,1
45,1,2,2,1.0,1.0,1.0,3,9962.0,5000.0,2,0.0,1
45,1,2,3,1.0,1.0,1.0,3,9962.0,5000.0,2,2000.0,1
45,1,2,3,1.0,1.0,1.0,3,9962.0,5000.0,2,2000.0,1
45,1,2,3,1.0,1.0,2.0,3,9962.0,5000.0,2,2000.0,1
45,1,2,4,1.0,1.0,2.0,3,12042.0,5000.0,2,2000.0,1
8,1,0,2,1.0,1.0,2.0,3,7663.0,4500.0,2,0.0,1
45,1,0,2,1.5,1.0,1.0,3,12042.0,6000.0,2,3000.0,1
45,1,2,3,1.0,1.0,1.0,3,9962.0,5000.0,2,2000.0,1
45,1,2,3,1.0,1.0,1.0,3,9962.0,5000.0,2,2000.0,1
4,1,0,4,1.5,1.0,1.0,3,9962.0,2000.0,4,2000.0,1
45,1,0,5,1.5,2.0,4.0,3,17954.0,7480.0,2,2250.0,1
45,14,0,3,1.0,1.0,2.0,3,15984.0,6000.0,2,4000.0,2
33,1,0,4,1.0,1.0,3.0,3,10948.0,5474.0,1,2737.0,2
45,14,0,8,1.5,3.0,5.0,3,24961.0,15000.0,5,2500.0,1
49,7,2,2,1.0,1.0,1.0,3,4817.0,1200.0,1,2000.0,1
45,1,0,3,1.0,1.0,2.0,3,9962.0,4500.0,2,3000.0,1
8,14,0,2,1.0,1.0,2.0,3,7663.0,4500.0,2,0.0,1
8,14,0,2,1.0,1.0,1.0,3,7663.0,4500.0,2,0.0,1
8,14,0,2,1.0,1.0,1.0,3,7663.0,4500.0,1,0.0,1
49,1,0,7,1.0,1.0,5.0,3,20034.0,5000.0,3,3000.0,1
45,1,0,2,1.0,1.0,1.0,3,7992.0,5000.0,1,2000.0,3
49,1,0,4,1.0,1.0,2.0,3,12042.0,4850.0,2,3000.0,1
49,1,0,4,1.0,1.0,2.0,3,11167.0,4850.0,2,3000.0,1
42,1,0,3,1.0,1.0,2.0,3,6459.0,6000.0,1,0.0,2
49,0,1,4,1.0,1.0,3.0,3,8977.0,3000.0,2,2500.0,1
49,0,1,3,1.0,1.0,2.0,3,8539.0,3000.0,2,2500.0,1
41,1,0,5,1.0,1.0,5.0,3,8977.0,6000.0,2,1000.0,2
41,14,2,7,1.0,2.0,4.0,3,4926.0,990.0,1,4800.0,1
41,14,2,7,1.0,3.0,4.0,3,4926.0,990.0,1,4900.0,1
42,1,0,3,1.0,1.0,3.0,3,6459.0,6000.0,1,0.0,2
33,1,0,2,1.0,1.0,0.0,3,7663.0,4500.0,2,0.0,1
45,1,0,4,1.5,1.0,2.0,3,24961.0,5000.0,2,2000.0,1
45,1,0,3,1.5,1.0,1.0,3,24961.0,5000.0,2,2000.0,1
45,1,0,3,1.5,1.0,3.0,3,24961.0,5000.0,2,2000.0,1
45,1,0,3,1.5,1.0,1.0,3,24961.0,5000.0,2,2000.0,1
42,1,0,2,1.0,1.0,2.0,3,6021.0,6000.0,1,0.0,2
33,1,0,2,1.0,1.0,0.0,3,7663.0,4500.0,2,0.0,1
49,20,1,4,1.0,0.0,0.0,3,16969.0,0.0,3,2500.0,1
5,1,2,3,1.0,1.0,2.0,3,14013.0,4000.0,1,0.0,1
42,1,0,2,1.0,1.0,1.0,3,6459.0,6000.0,1,0.0,2
42,1,0,3,1.0,1.0,2.0,3,6459.0,6000.0,1,0.0,2
33,14,0,2,1.0,1.0,2.0,3,14998.0,4500.0,1,0.0,1
33,1,0,2,1.0,1.0,0.0,3,14998.0,4500.0,2,0.0,1
51,14,0,7,2.0,3.0,3.0,3,22990.0,10000.0,3,3000.0,1
45,1,2,3,1.0,1.0,1.0,3,9962.0,5000.0,2,2000.0,1
45,1,2,3,1.0,1.0,1.0,3,9962.0,5000.0,2,2000.0,1
3,1,0,6,1.0,2.0,5.0,3,22005.0,7000.0,4,2800.0,1
45,1,2,3,1.0,1.0,1.0,3,9962.0,5000.0,2,2000.0,1
45,1,2,2,1.0,1.0,1.0,3,9962.0,5000.0,2,2000.0,1
43,14,0,8,1.0,3.0,6.0,3,17954.0,10500.0,3,3500.0,1
45,14,0,7,1.0,2.0,4.0,3,19815.0,12000.0,4,2500.0,2
45,1,0,8,1.0,1.0,4.0,3,5036.0,7000.0,1,0.0,2
43,1,0,4,1.0,2.0,3.0,3,38755.0,8500.0,3,3000.0,2
43,1,0,8,1.0,1.0,4.0,3,12809.0,10800.0,5,1500.0,1
19,23,2,6,1.5,2.0,6.0,3,7007.0,7000.0,2,1800.0,1
19,14,0,8,2.0,2.0,8.0,3,11495.0,11500.0,4,2000.0,2
49,1,2,2,1.0,1.0,2.0,3,18064.0,4600.0,2,3000.0,1
49,1,2,4,1.0,2.0,6.0,3,38974.0,9200.0,4,3000.0,1
36,14,2,8,1.5,2.0,4.0,3,7882.0,8750.0,2,4500.0,1
45,4,0,3,1.0,0.0,3.0,3,4160.0,6500.0,1,0.0,1
46,1,0,5,1.0,1.0,4.0,3,12042.0,10000.0,4,2000.0,1
45,7,0,3,1.0,1.0,1.0,3,8977.0,7000.0,1,2500.0,2
46,1,0,4,1.0,1.0,4.0,3,13028.0,10000.0,4,2000.0,2
29,7,0,3,1.5,1.0,2.0,3,20034.0,8000.0,2,2500.0,1
29,7,0,2,1.5,1.0,1.0,3,14998.0,8000.0,2,2500.0,1
29,7,0,2,1.5,1.0,2.0,3,14998.0,8000.0,2,2500.0,1
8,7,0,2,1.0,1.0,2.0,3,7007.0,4500.0,2,0.0,1
45,1,0,3,1.0,1.0,2.0,3,9962.0,5500.0,2,2000.0,1
33,14,0,7,1.5,2.0,2.0,3,22771.0,6000.0,2,2000.0,1
33,14,0,9,1.5,2.0,5.0,3,22005.0,6000.0,2,2000.0,1
19,24,2,3,1.5,1.0,3.0,3,6021.0,4500.0,2,1000.0,1
33,7,0,2,1.0,1.0,1.0,3,8977.0,4500.0,2,0.0,1
33,1,0,2,1.0,1.0,2.0,3,6240.0,4500.0,2,0.0,1
18,1,0,2,1.0,1.0,1.0,3,8977.0,4500.0,2,0.0,1
46,1,0,6,2.0,2.0,3.0,3,9962.0,4000.0,2,4000.0,2
45,1,0,8,1.0,2.0,6.0,3,24961.0,10000.0,6,3000.0,1
33,14,0,2,1.0,1.0,1.0,3,14013.0,4500.0,2,0.0,1
33,1,0,2,1.0,1.0,1.0,3,8977.0,4500.0,1,0.0,1
33,1,0,2,1.5,1.0,1.0,3,8539.0,4500.0,2,0.0,1
33,1,0,2,1.5,1.0,0.0,3,9962.0,4500.0,2,0.0,1
43,1,0,6,2.0,3.0,5.0,3,30982.0,14500.0,5,2500.0,2
49,1,0,4,1.0,1.0,3.0,3,12042.0,6500.0,3,2500.0,1
3,14,0,5,1.5,1.0,5.0,3,6788.0,12000.0,6,0.0,1
3,14,0,9,1.0,2.0,5.0,3,19815.0,15000.0,6,0.0,1
51,1,0,6,1.0,2.0,2.0,3,13028.0,5500.0,2,1500.0,1
49,0,1,4,1.0,1.0,2.0,3,8539.0,3000.0,2,2500.0,1
45,1,0,4,1.0,1.0,1.0,3,12042.0,5000.0,2,1500.0,1
7,7,0,4,2.0,2.0,2.0,3,29997.0,11000.0,1,0.0,2
20,14,0,6,1.5,2.0,5.0,3,29997.0,15000.0,4,2000.0,3
51,14,2,4,1.5,2.0,3.0,3,15984.0,6000.0,4,2000.0,2
49,0,1,5,1.0,1.0,3.0,3,10948.0,4000.0,2,2500.0,1
51,1,0,5,1.0,1.0,3.0,3,13028.0,7000.0,2,2000.0,3
41,1,0,3,1.0,0.0,2.0,3,6569.0,3300.0,1,2159.0,1
41,1,0,3,1.0,0.0,2.0,3,6569.0,3300.0,1,2200.0,1
42,1,0,3,1.0,1.0,2.0,3,12042.0,5500.0,1,0.0,2
41,1,0,3,1.0,0.0,2.0,3,6569.0,3300.0,1,2200.0,1
41,1,0,3,1.5,1.0,1.0,3,6569.0,3000.0,1,2000.0,1
41,1,0,3,1.0,0.0,2.0,3,6569.0,3300.0,1,2200.0,1
41,1,2,3,1.0,0.0,2.0,3,6569.0,3300.0,1,2200.0,1
41,1,0,3,1.0,0.0,2.0,3,6569.0,3300.0,1,2200.0,1
42,1,0,8,1.0,2.0,4.0,3,22005.0,9000.0,6,2500.0,1
45,3,2,4,1.0,1.0,2.0,3,17954.0,3000.0,1,0.0,1
45,3,2,5,1.0,1.0,3.0,3,23976.0,3000.0,1,0.0,1
45,3,2,4,1.0,1.0,2.0,3,13028.0,3000.0,1,0.0,1
41,1,0,3,1.0,0.0,2.0,3,6569.0,3300.0,1,2200.0,1
41,1,0,3,1.0,0.0,2.0,3,6569.0,3300.0,1,3000.0,1
41,1,0,3,1.5,1.0,1.0,3,6569.0,3300.0,1,2200.0,1
41,1,0,3,1.5,1.0,2.0,3,6569.0,3284.0,2,2190.0,1
45,14,0,8,1.0,3.0,6.0,3,29997.0,9500.0,6,2000.0,2
19,24,2,3,1.0,1.0,3.0,3,12042.0,5000.0,3,0.0,1
45,1,0,4,1.0,1.0,2.0,3,10729.0,6000.0,2,2500.0,1
49,0,1,3,1.0,1.0,1.0,3,7992.0,2500.0,2,2500.0,1
49,0,1,2,1.0,1.0,2.0,3,8539.0,2500.0,2,0.0,1
49,0,1,2,1.0,1.0,1.0,3,7007.0,2000.0,2,0.0,1
42,1,0,3,1.0,0.0,2.0,3,5912.0,5000.0,1,0.0,2
18,1,0,2,1.0,1.0,1.0,3,9962.0,4500.0,2,0.0,1
51,7,0,4,1.0,1.0,4.0,3,12042.0,3000.0,2,2000.0,2
